order_detail_id,order_id,product_id,quantity,discount
193,17599,87,6,28.82
194,20647,136,2,1.95
195,39285,283,8,5.48
196,8005,182,10,27.64
197,48327,127,3,11.15
198,23763,433,6,9.59
199,17640,328,1,1.11
200,29671,376,8,12.87
201,36437,158,6,25.95
202,41242,168,8,21.81
203,27493,217,6,10.6
204,37993,238,2,17.06
205,43396,7,6,18.25
206,31690,75,1,20.87
207,36176,192,3,21.0
208,5591,331,3,0.96
209,40202,496,2,13.87
210,11220,312,2,2.46
211,48253,110,9,18.78
212,37049,59,10,9.88
213,45528,444,8,7.73
214,49626,144,7,16.25
215,26527,334,5,15.4
216,27124,200,1,27.61
217,8795,52,4,0.08
218,3278,323,2,24.14
219,47545,197,5,16.37
220,22871,259,2,27.73
221,43875,478,7,16.58
222,13156,352,2,15.45
223,8796,262,5,23.05
224,5264,324,7,27.06
225,33857,102,5,27.09
226,6258,375,7,6.98
227,28376,17,8,23.02
228,19204,414,8,22.27
229,20859,5,6,28.4
230,37437,125,1,1.53
231,47024,367,6,0.1
232,28531,409,10,26.41
233,36264,165,1,13.47
234,9594,410,10,23.04
235,32415,20,9,14.95
236,42567,301,3,25.84
237,15463,37,1,8.51
238,22024,474,3,13.75
239,13047,480,7,0.63
240,651,1,8,15.61
241,6868,35,4,3.17
242,40713,336,1,25.41
243,2097,457,6,16.8
244,18925,14,9,23.46
245,43435,166,6,7.19
246,23234,206,10,8.32
247,42084,394,7,28.02
248,13117,43,6,15.32
249,37744,45,6,26.93
250,21333,79,10,27.02
251,21792,350,10,4.94
252,6658,469,5,6.75
253,42661,207,5,7.98
254,8217,198,5,26.63
255,6340,283,1,16.16
256,40043,149,3,18.13
257,35587,204,5,2.2
258,19871,378,6,25.82
259,36002,495,1,5.44
260,34183,178,8,28.74
261,34354,208,10,22.14
262,31745,407,9,17.13
263,16076,281,4,7.46
264,30787,223,1,9.4
265,14880,373,6,9.16
266,44964,45,6,12.64
267,38274,108,2,11.94
268,23751,38,3,11.52
269,35944,477,1,27.62
270,22537,346,8,29.68
271,15323,71,1,14.07
272,17299,279,6,13.06
273,17514,322,6,20.35
274,48558,483,8,10.72
275,5870,462,1,10.59
276,172,311,9,0.18
277,12045,198,10,14.36
278,32400,240,1,5.57
279,12311,309,2,22.5
280,33960,430,1,21.24
281,41069,178,5,16.04
282,32902,121,8,12.2
283,46881,257,1,0.39
284,40235,117,9,22.73
285,18983,414,8,19.09
286,16517,297,7,21.24
287,2628,471,5,25.75
288,21834,179,4,19.18
289,35015,303,3,15.22
290,39757,224,6,25.86
291,27779,317,1,12.13
292,25724,411,2,29.62
293,27198,417,6,5.54
294,20061,114,10,24.94
295,21704,104,3,26.17
296,27956,20,8,22.95
297,5186,424,8,6.82
298,3409,296,9,14.85
299,766,370,3,3.4
300,23766,59,1,23.43
301,45226,285,3,26.85
302,28448,311,9,1.23
303,40865,479,5,6.5
304,12361,100,9,7.4
305,11281,152,4,3.35
306,20968,135,1,21.01
307,30249,90,2,13.74
308,30576,369,2,17.1
309,2322,79,1,10.87
310,4234,395,9,28.92
311,36972,480,8,17.68
312,42690,237,9,10.95
313,22009,453,2,22.73
314,30154,454,6,13.76
315,40906,18,5,25.69
316,22885,405,7,24.58
317,5403,27,7,1.55
318,28300,410,5,22.58
319,46166,206,4,28.78
320,24717,258,2,0.71
321,43794,470,1,16.71
322,21248,382,5,15.64
323,14665,48,2,27.58
324,8006,250,7,12.82
325,15821,256,8,2.25
326,42572,432,7,14.74
327,11305,211,4,3.87
328,27290,102,4,0.27
329,29531,474,1,23.12
330,47013,152,9,29.1
331,1207,51,10,15.38
332,13859,87,9,29.65
333,7671,80,3,7.46
334,33727,454,4,1.93
335,27703,436,8,15.92
336,49977,22,3,18.08
337,21702,44,6,21.37
338,2723,338,5,15.1
339,22908,10,6,20.93
340,37331,317,1,11.24
341,29432,115,5,2.48
342,26743,419,7,1.66
343,39270,167,6,10.53
344,26438,423,1,4.66
345,48398,376,1,9.74
346,44989,340,2,2.27
347,45598,162,1,10.92
348,22337,327,7,22.92
349,39205,125,4,27.88
350,46407,361,7,16.25
351,42942,49,4,27.78
352,20830,71,1,3.57
353,14983,109,7,28.29
354,42692,429,4,23.52
355,33098,32,9,6.76
356,26852,248,3,24.31
357,24358,105,6,11.59
358,42693,435,8,23.66
359,16923,325,1,28.34
360,17267,397,7,24.81
361,9733,62,9,17.72
362,4386,63,7,5.13
363,18000,135,5,21.35
364,25858,264,10,3.04
365,20405,225,8,12.51
366,48126,240,3,10.64
367,39404,159,6,27.65
368,15578,419,1,11.08
369,25801,242,8,13.86
370,48467,121,1,4.95
371,16948,207,2,28.01
372,28564,110,4,14.55
373,6003,394,1,16.81
374,4278,81,6,26.47
375,1940,367,6,17.68
376,4488,179,5,17.48
377,40938,392,2,12.88
378,3493,28,6,4.12
379,36502,86,7,11.56
380,20701,436,1,6.56
381,9268,155,1,15.04
382,46,133,10,8.56
383,639,432,6,11.78
384,14074,296,4,18.96
385,22253,468,6,7.53
386,33662,329,6,5.5
387,31500,157,5,25.76
388,5741,64,9,8.85
389,15588,495,1,14.86
390,26773,204,2,9.44
391,1584,363,1,10.32
392,33240,487,1,7.4
393,29462,384,8,10.25
394,40970,389,8,16.88
395,42027,389,9,1.81
396,29290,331,6,28.29
397,24114,403,6,25.24
398,47146,363,2,16.06
399,3203,116,9,19.97
400,41390,22,3,19.16
401,46014,397,9,14.57
402,37748,215,10,1.42
403,12341,458,9,26.28
404,42613,203,7,9.58
405,24041,244,7,27.39
406,30488,109,1,7.98
407,39239,95,4,27.91
408,31293,185,3,6.27
409,12404,464,3,0.94
410,49192,233,3,7.95
411,28607,262,6,27.22
412,20739,316,2,18.27
413,7195,355,6,5.11
414,23137,175,2,25.02
415,3014,311,3,11.19
416,11532,46,3,10.8
417,4467,317,4,3.01
418,8004,310,5,15.57
419,31174,171,10,29.04
420,48710,28,6,5.28
421,46198,477,6,13.88
422,20090,491,5,14.0
423,30846,464,2,20.51
424,38230,393,10,17.38
425,30277,33,10,21.48
426,7908,274,8,22.32
427,43804,214,10,0.79
428,46922,119,3,3.52
429,34333,197,10,26.64
430,47070,494,4,7.84
431,41651,202,8,23.67
432,30607,125,3,4.05
433,23842,256,5,17.39
434,25722,306,7,28.2
435,44564,350,10,17.05
436,32067,1,8,26.9
437,15344,398,6,11.07
438,17147,447,2,28.41
439,10620,456,10,2.89
440,29291,272,10,16.67
441,24928,234,1,18.72
442,45129,27,9,21.48
443,35721,134,10,19.44
444,742,250,1,6.49
445,35263,301,4,2.63
446,24446,68,4,15.91
447,35741,65,3,2.24
448,30591,365,7,22.69
449,39612,342,8,19.01
450,30042,150,7,17.94
451,31840,482,9,19.63
452,22819,198,9,8.08
453,36727,240,7,23.73
454,10285,385,10,29.62
455,41036,241,6,29.37
456,4983,294,1,2.07
457,13218,365,2,17.86
458,9902,490,3,1.61
459,30369,236,9,18.37
460,48788,392,6,17.84
461,41938,197,3,25.95
462,13630,495,8,26.42
463,7583,399,7,13.39
464,35452,227,4,14.55
465,24003,140,9,17.2
466,41484,139,7,21.32
467,35298,450,4,7.63
468,25378,386,9,7.98
469,46042,151,1,8.4
470,43983,294,5,5.4
471,11547,228,7,24.33
472,26999,456,9,23.93
473,40711,313,4,5.71
474,38969,57,4,0.54
475,14991,302,2,28.92
476,8935,30,1,7.64
477,31859,229,10,11.68
478,49320,435,1,14.08
479,29291,475,1,20.78
480,7978,154,2,19.72
481,11570,231,5,8.25
482,5952,207,1,6.01
483,43792,127,2,28.82
484,16620,74,8,17.27
485,703,211,1,1.03
486,30215,331,9,5.27
487,18573,73,4,9.19
488,29593,338,4,18.14
489,34014,82,8,8.9
490,9514,384,7,3.63
491,26448,143,10,11.66
492,32623,97,1,1.73
493,5954,167,5,8.69
494,18496,346,7,11.4
495,26126,264,8,26.24
496,14032,467,4,28.24
497,21834,475,9,17.16
498,5892,341,7,2.08
499,11285,44,3,9.62
500,35939,150,8,23.3
501,27212,328,7,9.52
502,16696,316,2,9.86
503,45984,459,9,18.75
504,26014,242,7,4.83
505,34007,383,1,20.75
506,466,65,4,10.02
507,14053,163,4,1.59
508,37637,277,4,23.26
509,39488,336,8,15.87
510,34801,337,9,6.1
511,27255,380,4,5.3
512,15441,217,4,28.26
513,30254,388,2,23.41
514,5635,314,1,19.74
515,47051,54,6,25.47
516,37731,35,9,2.34
517,32905,290,6,29.19
518,38588,441,10,5.14
519,23000,447,7,9.39
520,11139,224,9,5.22
521,98,366,10,12.97
522,28011,387,2,9.08
523,42311,321,9,8.3
524,523,493,5,2.55
525,7228,12,7,27.53
526,1844,350,3,20.78
527,15840,421,1,19.51
528,31107,202,3,13.84
529,31908,277,9,13.29
530,42369,184,10,3.11
531,45946,379,7,29.53
532,25221,117,1,15.7
533,27815,152,3,16.01
534,6224,389,7,23.68
535,8491,268,10,23.84
536,23330,270,10,8.69
537,4221,363,8,12.98
538,46304,281,10,15.07
539,11411,226,10,0.82
540,38662,244,7,19.6
541,20177,240,6,19.05
542,2814,307,5,20.68
543,36605,186,1,7.49
544,39459,458,4,21.28
545,3699,221,7,17.64
546,49014,420,1,29.86
547,22703,434,6,9.86
548,24683,232,9,21.02
549,14253,381,2,29.89
550,11616,149,10,23.08
551,38031,172,5,13.72
552,26231,343,8,7.77
553,26469,40,6,1.27
554,36530,82,6,17.88
555,45699,431,8,26.01
556,31018,123,5,14.3
557,27605,307,10,6.98
558,37055,306,8,3.42
559,9164,14,10,11.11
560,14834,488,2,21.33
561,25909,298,9,23.12
562,1832,488,1,22.39
563,15614,101,4,22.94
564,16444,225,5,21.12
565,30078,264,9,22.94
566,18491,492,5,6.39
567,14069,296,7,2.29
568,45050,439,9,16.41
569,44232,243,4,11.08
570,36144,147,9,21.15
571,4903,290,8,16.91
572,27292,90,5,26.06
573,16546,183,9,23.06
574,15623,230,9,3.85
575,14032,406,1,0.2
576,3866,403,3,5.97
577,17838,300,3,9.36
578,14231,96,5,25.38
579,30061,440,5,24.68
580,21782,10,6,12.2
581,36640,246,1,26.65
582,15411,449,4,16.03
583,4463,92,4,12.94
584,13447,373,8,6.49
585,44302,191,7,4.07
586,28215,292,2,3.32
587,2298,8,7,12.62
588,23948,381,5,9.3
589,27652,250,7,22.6
590,10603,12,7,14.3
591,43508,169,4,26.11
592,7041,99,3,11.42
593,26954,55,9,10.08
594,36176,374,4,27.58
595,5964,453,3,25.34
596,4492,344,8,7.56
597,41957,18,10,21.16
598,25401,151,3,7.42
599,12987,291,7,5.96
600,27214,422,4,1.87
601,41041,342,7,3.83
602,41112,180,1,10.49
603,31257,180,9,8.58
604,19987,165,10,21.48
605,28650,213,7,4.9
606,35411,481,9,15.24
607,49715,52,3,29.86
608,3891,48,5,23.12
609,39470,419,2,4.15
610,12477,343,9,20.14
611,17645,113,7,6.59
612,8878,256,5,6.88
613,40546,163,5,25.67
614,43931,49,1,9.7
615,24893,280,7,26.86
616,25560,391,3,12.12
617,19724,499,8,20.86
618,36536,43,2,10.71
619,38876,35,3,25.32
620,42341,74,7,25.25
621,6224,112,3,26.86
622,16327,31,7,6.44
623,29931,171,9,0.96
624,32469,344,2,10.63
625,8589,323,4,26.41
626,4070,129,6,16.54
627,21721,124,6,25.51
628,34757,206,9,12.71
629,34638,288,2,7.41
630,46309,411,1,25.65
631,14368,45,10,1.21
632,45480,240,5,1.41
633,12484,390,5,8.55
634,27414,218,3,8.97
635,23616,140,3,11.36
636,34867,186,2,3.08
637,32697,194,8,3.28
638,42091,118,7,29.38
639,49573,230,8,25.39
640,46888,378,8,9.15
641,10311,281,8,4.07
642,8777,348,5,25.56
643,21149,15,5,12.71
644,43475,277,9,3.23
645,7518,233,7,21.05
646,27095,47,4,20.99
647,20132,473,10,1.83
648,19248,346,3,17.52
649,27744,344,6,19.23
650,14244,428,9,12.77
651,10883,193,3,10.26
652,38169,17,7,22.85
653,41572,41,7,15.45
654,8901,4,1,10.31
655,2971,396,3,11.99
656,44860,89,6,14.71
657,12591,104,9,8.11
658,17581,332,9,1.25
659,40314,488,10,9.91
660,18943,356,7,20.33
661,16321,227,9,16.31
662,37532,120,6,24.61
663,15201,31,10,23.61
664,35646,140,4,17.84
665,15795,249,3,9.0
666,16296,376,6,22.4
667,38381,62,5,25.85
668,20097,210,7,29.6
669,10968,205,3,17.08
670,38384,44,10,2.9
671,46762,163,9,27.12
672,5220,499,3,14.14
673,38590,331,6,10.42
674,46340,210,8,7.04
675,22855,124,10,23.43
676,10254,147,5,0.65
677,16932,323,4,29.74
678,20125,238,8,9.82
679,14306,331,5,17.73
680,14917,99,8,24.8
681,36412,212,1,16.89
682,1482,407,8,21.09
683,35501,131,3,8.66
684,44368,16,2,5.52
685,44032,161,2,1.43
686,16016,356,1,10.73
687,12023,148,5,6.11
688,39074,389,4,3.22
689,49566,258,6,13.41
690,44387,448,6,5.66
691,35775,369,7,24.06
692,19256,397,6,27.75
693,49141,459,6,29.69
694,47010,338,1,26.75
695,6499,499,3,2.43
696,41153,301,1,2.6
697,37364,413,3,10.26
698,3574,219,5,7.0
699,36400,287,3,2.95
700,17940,149,7,15.14
701,44513,268,7,19.61
702,36839,424,1,1.73
703,48140,416,3,15.63
704,2853,348,4,2.74
705,8790,280,9,9.48
706,33188,154,8,5.61
707,34097,447,8,21.18
708,11482,482,5,29.67
709,42690,477,4,14.74
710,24590,289,8,6.75
711,40657,69,8,1.53
712,33210,254,10,19.41
713,3812,377,4,18.3
714,38896,36,5,19.44
715,39982,63,5,18.18
716,16983,282,10,29.67
717,3856,156,2,5.98
718,15629,228,4,13.3
719,25966,141,7,12.55
720,809,234,5,12.39
721,25820,312,4,11.62
722,49035,71,1,27.76
723,14576,332,6,2.35
724,45740,227,7,5.9
725,41319,152,2,1.04
726,20973,68,1,17.28
727,44475,135,3,5.38
728,44723,28,5,22.94
729,21157,431,3,23.12
730,21932,272,10,23.84
731,33752,94,8,23.62
732,15943,304,9,3.86
733,6617,22,8,23.22
734,14252,65,9,19.97
735,13408,269,2,16.3
736,16862,428,4,10.2
737,14229,271,2,12.91
738,49186,355,10,23.41
739,35580,420,4,24.86
740,6656,457,3,8.08
741,11198,425,8,19.64
742,35913,466,9,18.38
743,5971,495,1,2.08
744,8981,153,3,17.21
745,13838,252,1,17.5
746,20769,407,1,21.89
747,27187,367,2,5.2
748,22749,491,5,27.56
749,37549,429,6,13.74
750,34545,104,5,0.95
751,22360,442,9,6.41
752,42859,284,3,6.69
753,43271,146,1,4.23
754,8849,147,6,10.88
755,15977,360,10,4.37
756,24979,491,10,13.14
757,49005,356,2,19.13
758,10537,489,1,19.68
759,19275,418,9,16.05
760,41296,466,3,16.84
761,4638,1,7,13.25
762,13412,499,8,4.33
763,33081,486,7,14.63
764,25652,80,9,4.38
765,40549,63,9,24.94
766,13080,144,1,30.0
767,23886,340,6,24.37
768,16558,412,2,8.68
769,19372,246,10,13.4
770,30091,42,5,2.71
771,30583,466,6,26.96
772,17668,152,5,24.22
773,49662,351,8,3.22
774,24614,106,1,2.55
775,27362,52,3,12.76
776,31648,373,1,2.66
777,37646,422,7,2.66
778,5214,245,1,22.45
779,5834,405,9,6.04
780,21632,290,2,26.95
781,6218,331,3,22.87
782,1308,350,10,0.17
783,12335,451,2,28.31
784,4241,471,6,23.93
785,27065,265,10,6.04
786,6869,382,9,21.4
787,45987,227,8,7.75
788,7038,153,5,21.87
789,19160,383,9,19.56
790,32843,478,10,3.01
791,16675,386,6,12.97
792,46485,498,2,15.89
793,49043,445,3,8.14
794,17682,196,4,19.44
795,38234,462,2,2.49
796,38761,479,2,17.74
797,22806,290,3,23.65
798,41821,256,9,14.36
799,20678,438,1,15.27
800,20233,341,9,29.19
801,45412,11,7,5.9
802,11745,462,1,8.51
803,20602,121,1,20.72
804,48829,19,2,21.01
805,11120,159,8,2.96
806,25322,349,5,14.2
807,32144,463,8,16.16
808,34496,294,1,9.01
809,21263,437,2,18.84
810,22359,64,6,9.23
811,4912,415,4,6.39
812,667,465,8,9.66
813,35791,22,5,19.55
814,32079,14,7,9.02
815,34053,238,9,1.2
816,6294,468,1,28.95
817,32996,460,1,19.06
818,37661,98,10,15.01
819,9644,375,2,15.28
820,77,473,7,12.36
821,11808,407,5,24.56
822,18776,344,6,16.72
823,42016,91,4,13.13
824,29898,367,8,5.49
825,25001,45,2,22.83
826,449,375,8,29.64
827,1437,71,1,16.17
828,37420,360,6,1.55
829,6289,94,7,3.48
830,42505,231,9,19.68
831,49292,473,5,3.95
832,47944,258,2,20.14
833,42561,175,7,11.18
834,41933,285,3,13.99
835,42307,234,7,8.84
836,31755,66,6,19.61
837,28206,462,7,8.73
838,26618,69,5,19.76
839,993,180,5,0.42
840,23581,189,5,26.04
841,45809,38,5,19.29
842,9051,485,6,7.96
843,21974,29,2,15.83
844,23465,437,8,22.74
845,40451,366,8,29.61
846,39116,208,9,18.38
847,32670,432,8,22.03
848,30051,409,7,21.17
849,38088,25,2,28.51
850,25688,66,4,17.16
851,29149,208,3,23.31
852,39721,495,9,22.25
853,13087,344,1,13.48
854,45658,329,4,5.83
855,549,247,10,2.67
856,36643,201,10,16.65
857,28687,47,3,5.34
858,45722,470,5,7.85
859,23992,296,9,26.92
860,39548,151,6,28.54
861,27415,200,4,29.81
862,24619,297,2,3.42
863,12649,475,6,28.66
864,31336,104,8,6.71
865,44517,341,1,22.52
866,42255,147,2,16.19
867,1307,219,6,17.35
868,47707,362,5,14.02
869,18030,145,10,26.0
870,43327,397,10,0.95
871,23971,327,9,16.61
872,47354,27,8,3.68
873,15605,35,8,24.37
874,11551,64,9,23.73
875,13190,285,2,22.42
876,2004,344,2,16.19
877,5292,32,3,28.72
878,13113,159,4,7.16
879,44222,387,9,5.53
880,30420,22,6,11.2
881,9915,89,3,20.78
882,37843,158,3,4.44
883,16999,430,8,5.77
884,4651,20,10,22.74
885,39967,272,4,24.01
886,41917,287,6,22.53
887,20013,365,1,14.19
888,16031,242,3,28.05
889,39423,353,10,23.36
890,37934,166,3,16.73
891,2145,439,6,6.36
892,42905,409,1,0.29
893,47204,1,6,22.13
894,49043,273,2,0.98
895,36353,364,9,24.93
896,14158,226,4,12.34
897,34156,8,2,24.65
898,9786,404,3,15.74
899,32414,105,3,7.29
900,38476,65,5,3.32
901,4769,295,5,21.83
902,8901,321,1,4.78
903,5616,409,10,15.03
904,827,304,6,5.15
905,28354,279,2,19.41
906,28153,283,2,19.66
907,6435,182,1,2.41
908,38431,482,8,13.43
909,43360,488,3,20.17
910,23396,307,5,12.01
911,23188,383,7,22.2
912,37943,59,9,21.12
913,6239,227,7,14.91
914,42967,327,5,6.98
915,44853,385,9,15.27
916,46793,109,4,26.88
917,36862,413,5,24.32
918,5311,389,2,24.61
919,28181,133,7,20.78
920,14071,210,2,22.29
921,45656,102,7,27.19
922,29341,234,7,9.52
923,29655,108,9,15.85
924,26679,61,1,17.27
925,3010,171,9,5.86
926,487,318,5,9.09
927,30671,100,4,25.48
928,33326,382,4,2.21
929,5338,87,10,20.63
930,31260,385,4,20.49
931,10525,132,9,26.14
932,32857,427,2,1.82
933,43337,227,5,15.86
934,41836,422,4,23.83
935,21598,156,9,12.77
936,16709,432,4,18.96
937,16655,137,5,23.71
938,30638,333,5,15.48
939,42273,372,9,22.36
940,8004,248,6,10.51
941,46864,112,5,20.13
942,18945,120,1,1.94
943,45906,47,8,23.76
944,41198,407,8,21.56
945,5259,104,3,29.19
946,35107,389,7,14.51
947,24580,272,6,21.35
948,45692,393,4,25.72
949,9201,189,7,6.03
950,48299,147,5,20.29
951,39435,424,4,8.21
952,10308,178,9,9.92
953,37931,41,10,9.46
954,841,174,9,10.17
955,7525,170,8,15.76
956,2547,474,3,18.3
957,21236,70,7,2.73
958,14288,432,8,16.71
959,28688,456,4,18.08
960,24193,408,4,23.26
961,49058,359,6,26.01
962,17744,115,2,10.93
963,22980,251,10,22.57
964,7330,73,4,14.78
965,20736,35,9,21.4
966,17709,490,5,17.53
967,28887,488,6,9.78
968,47930,74,5,27.04
969,12830,339,7,15.45
970,45029,352,2,6.87
971,7236,45,3,9.21
972,15828,420,5,18.98
973,3053,214,3,2.72
974,48987,213,3,10.91
975,12849,248,3,9.76
976,29080,128,3,10.12
977,37213,382,7,17.91
978,38397,311,3,26.54
979,12887,311,5,24.82
980,9137,415,10,9.2
981,30510,182,2,27.07
982,47093,430,1,28.15
983,11451,275,6,29.8
984,8154,447,1,16.41
985,31316,219,10,25.97
986,32601,222,2,24.92
987,44660,111,7,9.44
988,43161,130,3,27.61
989,46345,131,4,18.27
990,36862,139,7,21.56
991,24927,445,9,27.39
992,46878,307,4,14.83
993,18120,160,3,10.67
994,9055,149,7,25.76
995,7688,50,9,24.35
996,12496,37,5,26.99
997,35424,331,2,25.56
998,9271,112,2,17.95
999,25328,191,2,16.88
1000,28474,435,5,12.06
1001,1066,48,4,10.5
1002,5656,110,6,4.29
1003,31313,402,4,2.75
1004,28033,337,1,3.41
1005,2395,302,10,27.83
1006,17703,446,2,2.94
1007,12834,178,2,14.34
1008,10611,480,1,29.35
1009,1423,491,3,3.54
1010,586,215,3,21.76
1011,40313,6,8,20.68
1012,18147,396,6,3.5
1013,44834,99,1,15.75
1014,3846,290,4,19.35
1015,39731,452,7,24.36
1016,24955,452,9,19.78
1017,15690,477,3,24.15
1018,27593,159,4,18.34
1019,26538,222,6,15.48
1020,11732,13,9,7.66
1021,9192,157,8,24.13
1022,43594,113,7,25.52
1023,28316,327,10,24.66
1024,22256,493,3,26.38
1025,6318,388,8,25.49
1026,8722,450,6,26.16
1027,24677,80,6,14.99
1028,27159,164,5,19.73
1029,34072,262,8,9.61
1030,26794,229,8,5.54
1031,10170,110,7,13.31
1032,7006,298,7,1.4
1033,11680,106,5,4.63
1034,20793,54,7,12.42
1035,14297,215,8,19.1
1036,23278,2,7,14.41
1037,20951,359,8,15.94
1038,4253,98,5,27.84
1039,48985,15,5,23.02
1040,44900,389,2,17.47
1041,11178,446,1,25.68
1042,1085,183,2,9.62
1043,20473,142,7,7.41
1044,42626,370,6,21.8
1045,38234,272,6,28.92
1046,5830,498,4,21.16
1047,21865,12,4,12.18
1048,29319,29,7,20.51
1049,14920,282,2,8.48
1050,22954,446,3,26.31
1051,45004,357,5,14.33
1052,21361,146,7,20.85
1053,35709,480,2,22.4
1054,4200,454,9,8.48
1055,44756,227,2,5.99
1056,31777,41,3,17.74
1057,37009,343,4,26.1
1058,23579,1,2,15.06
1059,21021,120,8,19.3
1060,17137,145,3,21.49
1061,45930,195,3,2.62
1062,39420,323,8,28.58
1063,4535,390,8,8.57
1064,41609,82,8,5.55
1065,1951,476,6,7.48
1066,25199,377,1,10.15
1067,8162,188,3,29.42
1068,45326,212,7,17.72
1069,8271,361,2,8.11
